index,name,time,rating,item,sentiment,source,어간,noun,v_ad,n_v_ad,review_sentence,replace_slang_sentence
0,꽃피우는시간,2022-12-23,5,식물영양제,긍정,coupang,"[('10일', 'Number'), ('동안', 'Noun'), ('3', 'Number'), ('4', 'Number'), ('번', 'Noun'), ('정도', 'Noun'), ('희다', 'Adjective'), ('석', 'Noun'), ('없이', 'Adverb'), ('총', 'Noun'), ('800', 'Number'), ('ml', 'Alpha'), ('정도', 'Noun'), ('소', 'Noun'), ('소', 'Modifier'), ('중', 'Noun'), ('품', 'Noun'), ('다육식물', 'Noun'), ('와', 'Josa'), ('일반', 'Noun'), ('식물', 'Noun'), ('사용', 'Noun'), ('하다', 'Verb')]","['동안', '정도', '희석', '정도소', '소중', '품', '다육식물', '일반', '식물', '사용']","['희다', '하다']","['동안', '정도', '희석', '정도소', '소중', '품', '다육식물', '일반', '식물', '사용', '희다', '하다']","10일 동안 3~4번 정도 희석 없이 총 800ml 정도소, 소중 품 다육이와 일반 식물 사용했어요",10일 동안 3 4번 정도 희석 없이 총 800ml 정도소 소중 품 다육식물와 일반 식물 사용했어요
1,꽃피우는시간,2022-12-23,5,식물영양제,긍정,coupang,"[('잎', 'Noun'), ('에', 'Josa'), ('닫다', 'Verb'), ('않다', 'Verb'), ('물', 'Noun'), ('을', 'Josa'), ('주', 'Noun'), ('라는', 'Josa'), ('말', 'Noun'), ('도', 'Josa'), ('있다', 'Adjective'), ('찾아보다', 'Verb'), ('분무기', 'Noun'), ('로', 'Josa'), ('잎', 'Noun'), ('에', 'Josa'), ('뿌리다', 'Verb'), ('말', 'Noun'), ('도', 'Josa'), ('있다', 'Adjective'), ('사', 'Modifier'), ('용법', 'Noun'), ('이', 'Josa'), ('좀', 'Noun'), ('헷갈리다', 'Adjective'), ('저', 'Noun'), ('는', 'Josa'), ('두다', 'Verb'), ('하다', 'Verb')]","['잎', '물', '말', '분무기', '잎', '말', '사용법']","['닫다', '않다', '있다', '찾아보다', '뿌리다', '있다', '헷갈리다', '두다', '하다']","['잎', '물', '말', '분무기', '잎', '말', '사용법', '닫다', '않다', '있다', '찾아보다', '뿌리다', '있다', '헷갈리다', '두다', '하다']","잎에 닫지 않도록 물을 주라는 말도 있는데, 찾아보면분무기로 잎에 뿌려주라는 말도 있어서, 사용법이 좀 헷갈렸어요. 저는 둘다 했어요",잎에 닫지 않도록 물을 주라는 말도 있는데 찾아보면분무기로 잎에 뿌려주라는 말도 있어서 사용법이 좀 헷갈렸어요 저는 둘다 했어요
2,꽃피우는시간,2022-12-23,5,식물영양제,긍정,coupang,"[('분', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective'), ('다육식물', 'Noun'), ('에', 'Josa'), ('분무', 'Noun'), ('하다', 'Verb'), ('경우', 'Noun'), ('얼룩', 'Noun'), ('이', 'Josa'), ('조금', 'Noun'), ('남지', 'Noun'), ('만', 'Josa'), ('물', 'Noun'), ('로', 'Josa'), ('쉬다', 'Verb'), ('지워지다', 'Verb'), ('목초액', 'Noun'), ('냄새', 'Noun'), ('가', 'Josa'), ('아주', 'Noun'), ('약하다', 'Adjective'), ('나다', 'Verb'), ('거실', 'Noun'), ('에서', 'Josa'), ('화분', 'Noun'), ('5', 'Number'), ('개', 'Noun'), ('정도', 'Noun'), ('에', 'Josa'), ('겨울', 'Noun'), ('이라', 'Josa'), ('소량', 'Noun'), ('만', 'Josa'), ('사용', 'Noun'), ('하다', 'Verb'), ('화분', 'Noun'), ('과', 'Josa'), ('멀어지다', 'Verb'), ('잔', 'Noun'), ('여', 'Josa'), ('향', 'Noun'), ('은', 'Josa'), ('느껴지다', 'Verb'), ('않다', 'Verb')]","['다육식물', '분무', '경우', '얼룩', '물', '목초액', '냄새', '거실', '화분', '정도', '겨울', '소량', '사용', '화분', '잔여향']","['있다', '하다', '쉬다', '지워지다', '약하다', '나다', '하다', '멀어지다', '느껴지다', '않다']","['다육식물', '분무', '경우', '얼룩', '물', '목초액', '냄새', '거실', '화분', '정도', '겨울', '소량', '사용', '화분', '잔여향', '있다', '하다', '쉬다', '지워지다', '약하다', '나다', '하다', '멀어지다', '느껴지다', '않다']","분이 있는 다육이에 분무 했을 경우, 얼룩이 조금 남지만 물로 쉽게 지워졌고 목초액 냄새가 아주 약하게 났지만, 거실에서 화분 5개 정도에 겨울이라 소량만 사용했기에, 화분과 멀어지면 잔여향은 느껴지지 않았어요",분이 있는 다육식물에 분무 했을 경우 얼룩이 조금 남지만 물로 쉽게 지워졌고 목초액 냄새가 아주 약하게 났지만 거실에서 화분 5개 정도에 겨울이라 소량만 사용했기에 화분과 멀어지면 잔여향은 느껴지지 않았어요
3,꽃피우는시간,2022-12-23,5,식물영양제,긍정,coupang,"[('결과', 'Noun'), ('는', 'Josa'), ('배송', 'Noun'), ('올', 'Modifier'), ('때', 'Noun'), ('잎', 'Noun'), ('이', 'Josa'), ('떨어지다', 'Verb'), ('줄기', 'Noun'), ('만', 'Josa'), ('앙상하다', 'Adjective'), ('아메', 'Noun'), ('치스', 'Noun'), ('다육식물', 'Noun'), ('에', 'Josa'), ('자구', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('달리다', 'Verb')]","['결과', '배송', '때', '잎', '줄', '다육식물', '자구']","['떨어지다', '앙상하다', '달리다']","['결과', '배송', '때', '잎', '줄', '다육식물', '자구', '떨어지다', '앙상하다', '달리다']",결과는 배송 올때 잎이 떨어져 줄기만 앙상했던 아메치스 다육이 에 자구들이 달렸어요,결과는 배송 올때 잎이 떨어져 줄기만 앙상했던 아메치스 다육식물 에 자구들이 달렸어요
4,꽃피우는시간,2022-12-23,5,식물영양제,긍정,coupang,"[('물론', 'Adverb'), ('생장점', 'Noun'), ('을', 'Josa'), ('긁다', 'Verb'), ('하다', 'Verb')]",['생장점'],"['긁다', '하다']","['생장점', '긁다', '하다']","물론, 생장점을 긁어주긴 했어요",물론 생장점을 긁어주긴 했어요
5,꽃피우는시간,2022-12-23,5,식물영양제,긍정,coupang,"[('라울', 'Noun'), ('다육식물', 'Noun'), ('도', 'Noun'), ('멍하다', 'Adjective'), ('얼굴', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective'), ('하다', 'Verb'), ('개', 'Noun'), ('만', 'Josa'), ('꼬집다', 'Verb'), ('해', 'Noun'), ('주다', 'Verb'), ('얘', 'Noun'), ('도', 'Josa'), ('두', 'Noun'), ('개', 'Noun'), ('나', 'Josa'), ('올라오다', 'Verb')]","['라', '다육식물', '도', '얼굴', '기', '얘']","['멍하다', '있다', '하다', '꼬집다', '주다', '올라오다']","['라', '다육식물', '도', '얼굴', '기', '얘', '멍하다', '있다', '하다', '꼬집다', '주다', '올라오다']","라울 다육이 도 멍한 얼굴이 있어서 한 개만 꼬집기 해 줬는데, 얘도 두 개나 올라오더라구요",라울 다육식물 도 멍한 얼굴이 있어서 한 개만 꼬집기 해 줬는데 얘도 두 개나 올라오더라구요
6,꽃피우는시간,2022-12-23,5,식물영양제,긍정,coupang,"[('베란다', 'Noun'), ('에', 'Josa'), ('있다', 'Adjective'), ('거실', 'Noun'), ('로', 'Josa'), ('오다', 'Verb'), ('다', 'Adverb'), ('들다', 'Verb'), ('힘', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective'), ('이제', 'Noun'), ('적응하다', 'Adjective'), ('타이밍', 'Noun'), ('과', 'Josa'), ('맞다', 'Verb'), ('건지다', 'Verb'), ('모르다', 'Verb'), ('꽃', 'Noun'), ('기린', 'Noun'), ('은', 'Josa'), ('꽃대', 'Noun'), ('가', 'Josa'), ('두', 'Noun'), ('배', 'Noun'), ('로', 'Josa'), ('달리다', 'Verb')]","['베란다', '거실', '다', '힘', '적응', '타이밍', '꽃기린', '꽃대', '배']","['있다', '오다', '들다', '없다', '적응하다', '맞다', '건지다', '모르다', '달리다']","['베란다', '거실', '다', '힘', '적응', '타이밍', '꽃기린', '꽃대', '배', '있다', '오다', '들다', '없다', '적응하다', '맞다', '건지다', '모르다', '달리다']","베란다에 있다 거실로 와서 다들 힘이 없다가 이제 적응한 타이밍과 맞은 건지도 모르겠지만, 꽃기린은 꽃대가 두 배로 달렸어요",베란다에 있다 거실로 와서 다들 힘이 없다가 이제 적응한 타이밍과 맞은 건지도 모르겠지만 꽃기린은 꽃대가 두 배로 달렸어요
7,꽃피우는시간,2022-12-23,5,식물영양제,긍정,coupang,"[('기존', 'Noun'), ('것', 'Noun'), ('과', 'Josa'), ('달리', 'Noun'), ('햇볕', 'Noun'), ('주다', 'Verb'), ('나서다', 'Verb'), ('색도', 'Noun'), ('진하다', 'Adjective'), ('빨강', 'Noun'), ('효과', 'Noun'), ('는', 'Josa'), ('있다', 'Adjective'), ('보이다', 'Verb')]","['기존', '햇볕', '색', '빨강', '효과']","['주다', '나서다', '진하다', '있다', '보이다']","['기존', '햇볕', '색', '빨강', '효과', '주다', '나서다', '진하다', '있다', '보이다']",기존 것과 달리 햇볕 주고나서는 색도 진한 빨강 효과는 있어 보여요,기존 것과 달리 햇볕 주고나서는 색도 진한 빨강 효과는 있어 보여요
8,꽃피우는시간,2022-12-23,5,식물영양제,긍정,coupang,"[('란', 'Noun'), ('타나', 'Noun'), ('도', 'Josa'), ('꽃', 'Noun'), ('을', 'Josa'), ('다시', 'Noun'), ('피우다', 'Verb'), ('시작', 'Noun'), ('하다', 'Verb'), ('햇빛', 'Noun'), ('가장', 'Noun'), ('많이', 'Adverb'), ('받다', 'Verb'), ('때', 'Noun'), ('나', 'Noun'), ('는', 'Josa'), ('붉다', 'Adjective'), ('계열', 'Noun'), ('로', 'Josa'), ('물들다', 'Verb'), ('늦가을', 'Noun'), ('들다', 'Verb'), ('노랑', 'Noun'), ('분홍', 'Noun'), ('만', 'Josa'), ('오다', 'Verb'), ('가다', 'Verb'), ('하다', 'Verb'), ('신기하다', 'Adjective')]","['란타', '꽃', '시작', '햇빛', '때', '계열', '늦가을', '노랑', '분홍']","['피우다', '하다', '받다', '붉다', '물들다', '들다', '오다', '가다', '하다', '신기하다']","['란타', '꽃', '시작', '햇빛', '때', '계열', '늦가을', '노랑', '분홍', '피우다', '하다', '받다', '붉다', '물들다', '들다', '오다', '가다', '하다', '신기하다']","란타나도 꽃을 다시 피우기 시작했고 햇빛 가장 많이 받았을 때 나는 붉은 계열로 물들었어요. 늦가을 들면서 노랑, 분홍만 왔다갔다 했는데, 신기했어요",란타나도 꽃을 다시 피우기 시작했고 햇빛 가장 많이 받았을 때 나는 붉은 계열로 물들었어요 늦가을 들면서 노랑 분홍만 왔다갔다 했는데 신기했어요
9,꽃피우는시간,2022-12-23,5,식물영양제,긍정,coupang,"[('거실', 'Noun'), ('에서', 'Josa'), ('월동', 'Noun'), ('을', 'Josa'), ('하다', 'Verb'), ('보다', 'Verb'), ('걱정', 'Noun'), ('이', 'Josa'), ('많이', 'Adverb'), ('되어다', 'Verb'), ('햇볕', 'Noun'), ('하나', 'Noun'), ('있다', 'Adjective'), ('또', 'Noun'), ('안심', 'Noun'), ('되다', 'Verb'), ('그렇다', 'Adjective')]","['거실', '걱정', '햇볕', '안심']","['하다', '보다', '되어다', '있다', '되다', '그렇다']","['거실', '걱정', '햇볕', '안심', '하다', '보다', '되어다', '있다', '되다', '그렇다']",거실에서 월동을 하다보니 걱정이 많이 되었는데햇볕 하나 있다고 또 안심되고 그러네요,거실에서 월동을 하다보니 걱정이 많이 되었는데햇볕 하나 있다고 또 안심되고 그러네요
